,winery,wine,year,rating,num_reviews,region,price,latitude,longitude
1934,Gramona,Gessami,2020.0,4.2,692,Penedes,11.2,33.4742351,-117.627579
1935,Remirez de Ganuza,Rioja Reserva Fincas de Ganuza,2014.0,4.2,684,Rioja,29.5,42.2814642,-2.482804975070473
1936,Barahonda,Summum Monastrell,2017.0,4.2,682,Yecla,15.95,38.613652,-1.1157373
1937,Losada,Altos de Losada,2017.0,4.2,676,Bierzo,18.4,42.65265025,-6.62318404217132
1938,Alvaro Palacios,Finca Dofi,2014.0,4.2,671,Priorato,59.95,44.8741121,10.1628956
1939,El Coto,Coto de Imaz Rioja Gran Reserva,2015.0,4.2,668,Rioja,15.88,42.2814642,-2.482804975070473
1940,Matsu,El Viejo,2012.0,4.2,668,Toro,26.95,41.5216963,-5.3939824
1941,Recaredo,Corpinnat Terrers Brut Nature,2017.0,4.2,667,Cava,25.0,42.31658175,1.6111496867672197
1943,Alvaro Palacios,Vi de Vila Gratallops,2015.0,4.2,648,Priorato,60.0,44.8741121,10.1628956
1944,Alvaro Palacios,Vi de Vila Gratallops,2014.0,4.2,647,Priorato,55.0,44.8741121,10.1628956
1945,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2010.0,4.2,645,Rioja,86.95,42.2814642,-2.482804975070473
1946,Tobia,Oscar Tobia Reserva Rioja,2015.0,4.2,633,Rioja,20.0,42.2814642,-2.482804975070473
1947,Marques de Caceres,Rioja Satinela Blanco Semidulce,2020.0,4.2,630,Rioja,6.99,42.2814642,-2.482804975070473
1948,Vina Pedrosa,Reserva,2012.0,4.2,628,Ribera del Duero,29.93,41.66575665,-3.686329463971761
1949,Castillo Perelada,Finca Malaveina,2012.0,4.2,627,Emporda,17.84,42.1893929,3.077661284375413
1950,Contino,Rioja Gran Reserva,2014.0,4.2,624,Rioja,34.5,42.2814642,-2.482804975070473
1951,Bodegas Mauro,Red,2008.0,4.2,622,Castilla y Leon,55.0,41.8037172,-4.7471726
1952,Portal del Priorat,Clos del Portal Negre de Negres,2017.0,4.2,612,Priorato,21.85,44.8741121,10.1628956
1953,Recaredo,Corpinnat Terrers Brut Nature,2016.0,4.2,611,Cava,21.8,42.31658175,1.6111496867672197
1954,Torre de Ona,Martelo Reserva,2014.0,4.2,600,Rioja,20.5,42.2814642,-2.482804975070473
1955,Tinto Pesquera,Crianza,2019.0,4.2,599,Ribera del Duero,17.25,41.66575665,-3.686329463971761
1956,Dehesa de Los Canonigos,Solideo,2015.0,4.2,592,Ribera del Duero,35.09,41.66575665,-3.686329463971761
1957,Sei Solo,Preludio,2017.0,4.2,591,Ribera del Duero,24.9,41.66575665,-3.686329463971761
1958,Diez Caballero,Reserva Tempranillo,2011.0,4.2,587,Rioja,20.4532878069468,42.2814642,-2.482804975070473
1959,Mas d'en Gil,Coma Vella Priorat,2014.0,4.2,576,Priorato,24.8,44.8741121,10.1628956
1960,Chozas Carrascal,Las Ocho (8) Tinto,2017.0,4.2,570,Utiel-Requena,16.767557,39.4880777,-1.1001643
1961,Vegalfaro,Pago de los Balagueses Syrah,2017.0,4.2,559,Utiel-Requena,17.7,39.4880777,-1.1001643
1962,Lopez Cristobal,Bagus Ribera del Duero,2012.0,4.2,559,Ribera del Duero,54.0,41.66575665,-3.686329463971761
1963,Clos Galena,Formiga de Vellut,2018.0,4.2,558,Priorato,16.2,44.8741121,10.1628956
1964,Bodegas Valduero,Tierra Alta En 2 Maderas,2017.0,4.2,557,Ribera del Duero,19.9,41.66575665,-3.686329463971761
1965,Los Aguilares,Pago El Espino,2017.0,4.2,555,Sierras de Malaga,25.35,36.9218381,-4.0957668
1966,VALENCISO,Rioja Blanco,2018.0,4.2,540,Rioja,17.75,42.2814642,-2.482804975070473
1967,Dehesa de Los Canonigos,Crianza,2018.0,4.2,528,Ribera del Duero,18.9,41.66575665,-3.686329463971761
1968,Palacios Remondo,Propiedad  Rioja,2017.0,4.2,527,Rioja,25.9,42.2814642,-2.482804975070473
1969,Dehesa de Los Canonigos,Crianza,2017.0,4.2,520,Ribera del Duero,18.25,41.66575665,-3.686329463971761
1970,Bodegas Faustino,Reserva Especial Icon Edition,2014.0,4.2,519,Rioja,23.89,42.2814642,-2.482804975070473
1972,Matsu,El Viejo,2017.0,4.2,518,Toro,33.9,41.5216963,-5.3939824
1973,Lan,Vina Lanciano Reserva,2015.0,4.2,514,Rioja,14.6,42.2814642,-2.482804975070473
1974,Anima Negra,An,2016.0,4.2,513,Mallorca,139.9,39.613432,2.880353635614984
1975,Bodegas Mas Alta,Artigas,2017.0,4.2,505,Priorato,20.9,44.8741121,10.1628956
1976,Vinicola Real,200 Monges Rioja Reserva,2005.0,4.2,499,Rioja,48.0,42.2814642,-2.482804975070473
1977,Contino,Rioja Gran Reserva,2011.0,4.2,490,Rioja,39.5,42.2814642,-2.482804975070473
1978,Sei Solo,Preludio,2018.0,4.2,488,Ribera del Duero,24.5,41.66575665,-3.686329463971761
1980,Tridente,Rejon Tempranillo,2012.0,4.2,485,Castilla y Leon,36.97,41.8037172,-4.7471726
1981,Emilio Moro,La Felisa,2018.0,4.2,483,Ribera del Duero,26.3,41.66575665,-3.686329463971761
1982,Emilio Moro,La Revelia Godello,2018.0,4.2,484,Bierzo,21.95,42.65265025,-6.62318404217132
1983,Valderiz,Tinto,2018.0,4.2,481,Ribera del Duero,21.5,41.66575665,-3.686329463971761
1984,Lan,A Mano Rioja,2009.0,4.2,480,Rioja,28.95,42.2814642,-2.482804975070473
1985,Familia Torres,Milmanda,2015.0,4.2,473,Conca de Barbera,126.2,41.44389565,1.1885113323042593
1986,Terras Gauda,Terras Gauda O Rosal,2021.0,4.2,466,Rias Baixas,11.9,42.3533841,-7.8778072
1987,Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2008.0,4.2,459,Rias Baixas,37.9,42.3533841,-7.8778072
1988,Muga,Seleccion Especial (Reserva),2004.0,4.2,447,Rioja,65.0,42.2814642,-2.482804975070473
1989,Bohorquez,Reserva,2009.0,4.2,442,Ribera del Duero,21.65,41.66575665,-3.686329463971761
1990,Abadal,3.9,2016.0,4.2,441,Pla de Bages,22.95,41.7785429,1.8904077
1991,Mar de Frades,Rias Baixas Albarino Atlantico,2021.0,4.2,439,Rias Baixas,14.8,42.3533841,-7.8778072
1992,Adega Familiar Eladio Pineiro,Envidiacochina (Tete de Cuvee),2019.0,4.2,438,Rias Baixas,18.46,42.3533841,-7.8778072
1993,Pradorey,Adaro,2017.0,4.2,436,Ribera del Duero,16.45,41.66575665,-3.686329463971761
1994,Montecastro,Ribera del Duero Red,2017.0,4.2,433,Ribera del Duero,16.9,41.66575665,-3.686329463971761
1996,Portal del Priorat,Clos del Portal Negre de Negres,2018.0,4.2,429,Priorato,21.7,44.8741121,10.1628956
1997,Castillo Perelada,Monastrell - Syrah Finca Espolla,2016.0,4.2,424,Emporda,13.95,42.1893929,3.077661284375413
1998,Castano,Casa Cisca Monastrell,2011.0,4.2,423,Yecla,32.0,38.613652,-1.1157373
1999,Remirez de Ganuza,Rioja Blanco,2017.0,4.2,421,Rioja,29.15,42.2814642,-2.482804975070473
2000,La Vicalanda,Reserva,2015.0,4.2,420,Rioja,17.5,42.2814642,-2.482804975070473
2001,Enrique Mendoza,Santa Rosa,2017.0,4.2,420,Alicante,18.9,38.3436365,-0.4881708
2002,Clos Pons,Roc Nu,2011.0,4.2,420,Costers del Segre,23.95,41.502298249999996,0.8273990115524253
2003,Sierra Cantabria,Coleccion Privada,2012.0,4.2,420,Rioja,28.3,42.2814642,-2.482804975070473
2004,Imperial,Rioja Reserva,2004.0,4.2,417,Rioja,45.0,42.2814642,-2.482804975070473
2005,Losada,Altos de Losada,2018.0,4.2,415,Bierzo,17.9,42.65265025,-6.62318404217132
2006,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015.0,4.2,414,Rias Baixas,16.78,42.3533841,-7.8778072
2007,La Rioja Alta,Vina Alberdi Crianza,2018.0,4.2,410,Rioja,13.58,42.2814642,-2.482804975070473
2008,Bodegas La Horra,Corimbo I,2015.0,4.2,412,Ribera del Duero,37.9,41.66575665,-3.686329463971761
2009,Vina Pedrosa,Gran Reserva,2011.0,4.2,410,Ribera del Duero,51.35,41.66575665,-3.686329463971761
2010,Campillo,Gran Reserva Rioja,2012.0,4.2,410,Rioja,22.99,42.2814642,-2.482804975070473
2011,Ramon do Casar,Treixadura,2020.0,4.2,407,Ribeiro,11.95,42.31990645,-8.152266856014716
2013,Portal del Priorat,Clos del Portal Somni,2014.0,4.2,404,Priorato,77.36,44.8741121,10.1628956
2014,Binigrau,Nounat,2020.0,4.2,404,Mallorca,19.9,39.613432,2.880353635614984
2015,Ramon Bilbao,Mirto,2011.0,4.2,402,Rioja,28.53,42.2814642,-2.482804975070473
2016,Matsu,El Viejo,2019.0,4.2,400,Toro,27.89,41.5216963,-5.3939824
2017,Artadi,Valdegines,2016.0,4.2,398,Vino de Espana,48.96,42.1771554,-8.4341104
2018,Contino,Rioja Graciano,2011.0,4.2,395,Rioja,61.94,42.2814642,-2.482804975070473
2019,Contino,Reserva,2016.0,4.2,392,Rioja,19.98,42.2814642,-2.482804975070473
2020,Conreria d'Scala Dei,Les Brugueres,2018.0,4.2,390,Priorato,16.76,44.8741121,10.1628956
2021,Mustiguillo,Finca Terrerazo,2017.0,4.2,390,El Terrerazo,24.45,39.6222682,-1.2467301
2022,Matarromera,Gran Reserva,2011.0,4.2,389,Ribera del Duero,64.5,41.66575665,-3.686329463971761
2023,Sei Solo,Preludio,2016.0,4.2,388,Ribera del Duero,31.63,41.66575665,-3.686329463971761
2024,Vinedos de Paganos,El Puntido,2005.0,4.2,384,Rioja,73.0,42.2814642,-2.482804975070473
2025,La Vicalanda,Reserva,2015.0,4.2,420,Rioja,17.5,42.2814642,-2.482804975070473
2026,Enrique Mendoza,Santa Rosa,2017.0,4.2,420,Alicante,18.9,38.3436365,-0.4881708
2027,Clos Pons,Roc Nu,2011.0,4.2,420,Costers del Segre,23.95,41.502298249999996,0.8273990115524253
2028,Sierra Cantabria,Coleccion Privada,2012.0,4.2,420,Rioja,28.3,42.2814642,-2.482804975070473
2029,Imperial,Rioja Reserva,2004.0,4.2,417,Rioja,45.0,42.2814642,-2.482804975070473
2030,Losada,Altos de Losada,2018.0,4.2,415,Bierzo,17.9,42.65265025,-6.62318404217132
2031,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015.0,4.2,414,Rias Baixas,16.78,42.3533841,-7.8778072
2032,La Rioja Alta,Vina Alberdi Crianza,2018.0,4.2,410,Rioja,13.58,42.2814642,-2.482804975070473
2033,Bodegas La Horra,Corimbo I,2015.0,4.2,412,Ribera del Duero,37.9,41.66575665,-3.686329463971761
2034,Vina Pedrosa,Gran Reserva,2011.0,4.2,410,Ribera del Duero,51.35,41.66575665,-3.686329463971761
2035,Campillo,Gran Reserva Rioja,2012.0,4.2,410,Rioja,22.99,42.2814642,-2.482804975070473
2038,Portal del Priorat,Clos del Portal Somni,2014.0,4.2,404,Priorato,77.36,44.8741121,10.1628956
2040,Ramon Bilbao,Mirto,2011.0,4.2,402,Rioja,28.53,42.2814642,-2.482804975070473
2041,Matsu,El Viejo,2019.0,4.2,400,Toro,27.89,41.5216963,-5.3939824
2042,Artadi,Valdegines,2016.0,4.2,398,Vino de Espana,48.96,42.1771554,-8.4341104
2043,Contino,Rioja Graciano,2011.0,4.2,395,Rioja,61.94,42.2814642,-2.482804975070473
2044,Contino,Reserva,2016.0,4.2,392,Rioja,19.98,42.2814642,-2.482804975070473
2045,Conreria d'Scala Dei,Les Brugueres,2018.0,4.2,390,Priorato,16.76,44.8741121,10.1628956
2046,Mustiguillo,Finca Terrerazo,2017.0,4.2,390,El Terrerazo,24.45,39.6222682,-1.2467301
2047,Matarromera,Gran Reserva,2011.0,4.2,389,Ribera del Duero,64.5,41.66575665,-3.686329463971761
2048,Sei Solo,Preludio,2016.0,4.2,388,Ribera del Duero,31.63,41.66575665,-3.686329463971761
2049,Vinedos de Paganos,El Puntido,2005.0,4.2,384,Rioja,73.0,42.2814642,-2.482804975070473
6100,Remirez de Ganuza,Rioja Blanco,2017.0,4.2,421,Rioja,29.15,42.2814642,-2.482804975070473
